MLS Number,Street Number,Street Name,Street Suffix,City/Location,Zip Code,County,List Price,Subdivision,Market Area,School District,School Elementary,School Middle,School High,Building SqFt,Price Sq Ft List,Year Built,Bedrooms,Baths Full,Baths Half,Baths Total,Stories,DOM,CDOM
26849875,6124,De Campo,Street,Houston,77091,Harris,"$365,000 ",Highland Trails,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1757,$207.74 ,2023,4,2,1,2.1,2,158,158
11015754,2408,Dalview,Street,Houston,77091,Harris,"$374,900 ",DALVIEW ESTATES,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1996,$187.83 ,2023,3,2,1,2.1,2,45,227
66320120,2406,Dalview,Street,Houston,77091,Harris,"$374,900 ",DALVIEW ESTATES,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1996,$187.83 ,2023,3,2,1,2.1,2,45,229
74363362,2410,Dalview,Street,Houston,77091,Harris,"$375,000 ",DALVIEW ESTATES,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1996,$187.88 ,2023,3,2,1,2.1,2,82,263
15231417,6238,Carver,Street,Houston,77091,Harris,"$375,000 ",CARVER COURT PLACE,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1816,$206.50 ,2023,3,2,1,2.1,2,120,120
72736266,2412,Dalview,Street,Houston,77091,Harris,"$379,900 ",DALVIEW ESTATES,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1996,$190.33 ,2023,3,2,1,2.1,2,45,231
11248597,3408 C,Garapan,Street,Houston,77091,Harris,"$384,900 ",White Oak Villas,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1730,$222.49 ,2023,3,2,1,2.1,2,14,14
21603676,3115 A,Armada,Street,Houston,77091,Harris,"$425,000 ",Vecino Homes at Armada,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,2021,$210.29 ,2023,3,2,1,2.1,2,25,25
97335523,2625,Druid,Street,Houston,77091,Harris,"$425,000 ",Yorkdale Add Sec 01,Northwest Houston,1 - Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,2021,$210.29 ,2023,3,2,1,2.1,1,199,199
57396964,117,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northeast Houston,27 - Houston,HARRIS R P ELEMENTARY SCHOOL,HOLLAND MIDDLE SCHOOL (HOUSTON),FURR HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
52311373,2513,Lidstone,Street,Houston,77023,Harris,"$369,990 ",Edmundson Sec 04,University Area,27 - Houston,HENDERSON J ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1974,$187.43 ,2023,3,2,1,2.1,2,1,60
55055951,2515,Lidstone,Street,Houston,77023,Harris,"$369,990 ",Edmundson Sec 04,University Area,27 - Houston,HENDERSON J ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1974,$187.43 ,2023,3,2,1,2.1,2,1,205
31812411,4307,Buck,Street,Houston,77020,Harris,"$374,990 ",POLLARD ESTATES,Denver Harbor,27 - Houston,HENDERSON N ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1747,$214.65 ,2023,3,2,1,2.1,2,21,257
88658881,737,Emile,Street,Houston,77020,Harris,"$379,990 ",Emile District,Denver Harbor,27 - Houston,HENDERSON N ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1824,$208.33 ,2023,3,2,1,2.1,3,122,122
88805868,739,Emile,Street,Houston,77020,Harris,"$384,990 ",Emile District,Denver Harbor,27 - Houston,HENDERSON N ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1821,$211.42 ,2024,3,2,1,2.1,3,30,30
95853004,711,Emile,Street,Houston,77020,Harris,"$387,610 ",Emile District,Denver Harbor,27 - Houston,HENDERSON N ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1824,$212.51 ,2022,3,2,1,2.1,3,175,404
97350914,745,Emile,Street,Houston,77020,Harris,"$389,990 ",Emile District,Denver Harbor,27 - Houston,HENDERSON N ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1821,$214.16 ,2024,3,2,1,2.1,3,30,30
10776371,4303,Buck,Street,Houston,77020,Harris,"$399,990 ",POLLARD ESTATES,Denver Harbor,27 - Houston,HENDERSON N ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1747,$228.96 ,2023,3,2,1,2.1,2,68,266
10233712,5216,San Juan,Street,Houston,77020,Harris,"$414,900 ",PLAZA ESTATES AT SAN JUAN,Denver Harbor,27 - Houston,HENDERSON N ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1798,$230.76 ,2023,3,2,1,2.1,2,14,87
79440215,4423,Providence,Street,Houston,77020,Harris,"$429,990 ",LENOX,Denver Harbor,27 - Houston,HENDERSON N ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,1911,$225.01 ,2023,3,3,1,3.1,2,18,18
47499898,13743,Evansdale,Lane,Houston,77083,Harris,"$350,000 ",Eldridge Park Sec 1,Alief,2 - Alief,HICKS ELEMENTARY SCHOOL (ALIEF),ALBRIGHT MIDDLE SCHOOL,AISD DRAW,1710,$204.68 ,2020,3,2,0,2,1,27,27
43713583,13731,Evansdale,Lane,Houston,77083,Harris,"$399,900 ",Eldridge Park,Alief,2 - Alief,HICKS ELEMENTARY SCHOOL (ALIEF),ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2200,$181.77 ,2021,4,3,0,3,2,12,12
39748349,8811,Mossbrook,Drive,Houston,77083,Harris,"$414,990 ",ELDRIDGE PARK,Alief,2 - Alief,HICKS ELEMENTARY SCHOOL (ALIEF),ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2048,$202.63 ,2021,4,2,1,2.1,2,35,35
83105461,622,Janisch,Road,Houston,77018,Harris,"$374,999 ",Independence Terrace,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1785,$210.08 ,2021,3,3,1,3.1,3,12,33
27614534,622,Janisch,Road,Houston,77018,Harris,"$389,900 ",Independence Terrace,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1785,$218.43 ,2021,3,3,1,3.1,3,77,197
31457235,540,Janisch,,Houston,77018,Harris,"$399,900 ",Janisch Heights,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1712,$233.59 ,2023,3,2,1,2.1,2,22,158
27623717,540,Janisch,,Houston,77018,Harris,"$399,900 ",Janisch Heights,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1712,$233.59 ,2023,3,2,1,2.1,2,22,158
97992140,540,Janisch,,Houston,77018,Harris,"$399,900 ",Janisch Heights,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1712,$233.59 ,2023,3,2,1,2.1,2,22,158
64331098,540,Janisch,,Houston,77018,Harris,"$399,900 ",Janisch Heights,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1712,$233.59 ,2023,3,2,1,2.1,2,22,158
46838641,540,Janisch,,Houston,77018,Harris,"$424,900 ",Janisch Heights,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1820,$233.46 ,2023,3,2,1,2.1,2,22,158
56665154,540,Janisch,,Houston,77018,Harris,"$434,900 ",Janisch Heights,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1916,$226.98 ,2023,3,2,1,2.1,2,22,158
4614569,5718,Beall,Street,Houston,77091,Harris,"$369,900 ",BEALL ESTATES,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1650,$224.18 ,2024,3,2,1,2.1,2,56,56
19399079,2030,W Tidwell,Road,Houston,77091,Harris,"$374,900 ",Highland Heights Homes,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1720,$217.97 ,2023,3,2,1,2.1,2,35,35
14537189,1106,Paul Quinn,Street,Houston,77091,Harris,"$379,900 ",Urban Space,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1763,$215.48 ,2023,3,2,1,2.1,2,14,150
949580,1106,Paul Quinn,Street,Houston,77091,Harris,"$379,900 ",Urban Space,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1763,$215.48 ,2023,3,2,1,2.1,2,15,15
46929227,1828,W Tidwell Rd,,Houston,77091,Harris,"$379,900 ",Highland Vista,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1819,$208.85 ,2023,3,2,1,2.1,2,36,107
34223268,783,Mansfield,Street,Houston,77091,Harris,"$379,900 ",Mansfield Court,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1967,$193.14 ,2023,3,3,1,3.1,3,45,45
31194922,785,Mansfield,Street,Houston,77091,Harris,"$379,900 ",Mansfield Court,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1967,$193.14 ,2023,3,3,1,3.1,3,45,45
17398520,787,Mansfield,Street,Houston,77091,Harris,"$379,900 ",Mansfield Court,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1967,$193.14 ,2023,3,3,1,3.1,3,45,45
36963827,791,Mansfield,Street,Houston,77091,Harris,"$379,900 ",Mansfield Court,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1967,$193.14 ,2023,3,3,1,3.1,3,45,45
87058049,789,Mansfield,Street,Houston,77091,Harris,"$379,900 ",Mansfield Court,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1967,$193.14 ,2023,3,3,1,3.1,3,131,131
16374466,1860,W Tidwell Rd,,Houston,77091,Harris,"$384,900 ",Highland Vista,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1819,$211.60 ,2023,3,2,1,2.1,2,4,4
51523066,1824,W Tidwell Rd,,Houston,77091,Harris,"$384,900 ",Highland Vista,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1819,$211.60 ,2023,3,2,1,2.1,2,23,80
60169043,712,W Donovan,Street,Houston,77091,Harris,"$389,900 ",Donovan Park,Shepherd Park Plaza Area,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1873,$208.17 ,2023,3,3,1,3.1,3,119,119
98154533,5320,Wunder,Lane,Houston,77091,Harris,"$389,990 ",Wunder Villas,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1710,$228.06 ,2023,3,3,1,3.1,2,19,43
63300469,718,W Donovan,Street,Houston,77091,Harris,"$394,900 ",Donovan Park,Shepherd Park Plaza Area,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1873,$210.84 ,2023,3,3,1,3.1,3,119,119
39008827,5430A,Wheatley,Street,Houston,77091,Harris,"$398,000 ",Commons at Ella Forest,Shepherd Park Plaza Area,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1850,$215.14 ,2023,3,3,1,3.1,3,179,179
91923794,1102,Paul Quinn,Street,Houston,77091,Harris,"$399,900 ",Acres Urban Space,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1928,$207.42 ,2023,3,3,1,3.1,3,11,147
93080957,1102,Paul Quinn,Street,Houston,77091,Harris,"$399,900 ",URBAN SPACE,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1928,$207.42 ,2023,3,3,1,3.1,3,55,181
57195501,5718,Beall,Street,Houston,77091,Harris,"$399,900 ",BEALL ESTATES,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1814,$220.45 ,2023,3,2,1,2.1,2,56,56
27011637,1102,Paul Quinn,Street,Houston,77091,Harris,"$399,900 ",URBAN SPACE,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1928,$207.42 ,2023,3,3,1,3.1,3,15,151
34167291,1102,Paul Quinn,Street,Houston,77091,Harris,"$399,900 ",URBAN SPACE,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1928,$207.42 ,2023,3,3,1,3.1,3,15,151
86993071,1102,Paul Quinn,Street,Houston,77091,Harris,"$399,900 ",URBAN SPACE,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1928,$207.42 ,2023,3,3,1,3.1,3,15,151
30460863,714,W Donovan,Street,Houston,77091,Harris,"$399,900 ",Donovan Park,Shepherd Park Plaza Area,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1906,$209.81 ,2023,3,3,1,3.1,3,187,187
27442965,760,Paul Quinn,Street,Houston,77091,Harris,"$419,500 ",Highland Heights Annex Sec 06,Northwest Houston,27 - Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1696,$247.35 ,2023,3,2,0,2,1,74,74
88237005,4410,Ibiza,Lane,Houston,77045,Harris,"$350,000 ",Agua Estates,Five Corners,27 - Houston,HOBBY ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1700,$205.88 ,2022,3,2,1,2.1,2,105,105
7505168,4423,Abaco,Lane,Houston,77045,Harris,"$385,000 ",Agua Estates,Five Corners,27 - Houston,HOBBY ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1902,$202.42 ,2023,3,2,1,2.1,2,53,53
46029343,4012,Saint Peter,Lane,Houston,77045,Harris,"$398,000 ",Antigua,Five Corners,27 - Houston,HOBBY ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1800,$221.11 ,2023,3,2,1,2.1,2,21,21
94158775,6838,Hampden Point,Court,Houston,77040,Harris,"$379,990 ",Rosslyn Lndg Sec 01,Northwest Houston,13 - Cypress-Fairbanks,HOLBROOK ELEMENTARY SCHOOL,DEAN MIDDLE SCHOOL,JERSEY VILLAGE HIGH SCHOOL,2618,$145.15 ,2012,4,3,1,3.1,2,151,245
70944890,6828,Troya,Lane,Houston,77092,Harris,"$385,000 ",Rio,Northwest Houston,13 - Cypress-Fairbanks,HOLBROOK ELEMENTARY SCHOOL,DEAN MIDDLE SCHOOL,JERSEY VILLAGE HIGH SCHOOL,1902,$202.42 ,2024,3,2,1,2.1,2,116,116
30503281,6820,Troya,Lane,Houston,77092,Harris,"$390,000 ",Rio,Northwest Houston,13 - Cypress-Fairbanks,HOLBROOK ELEMENTARY SCHOOL,DEAN MIDDLE SCHOOL,JERSEY VILLAGE HIGH SCHOOL,1902,$205.05 ,2024,3,2,1,2.1,2,22,22
89504462,6822,Troya,Lane,Houston,77092,Harris,"$420,000 ",Rio,Northwest Houston,13 - Cypress-Fairbanks,HOLBROOK ELEMENTARY SCHOOL,DEAN MIDDLE SCHOOL,JERSEY VILLAGE HIGH SCHOOL,2226,$188.68 ,2023,3,2,1,2.1,2,17,17
77529690,6824,Troya,Lane,Houston,77092,Harris,"$420,000 ",Rio,Northwest Houston,13 - Cypress-Fairbanks,HOLBROOK ELEMENTARY SCHOOL,DEAN MIDDLE SCHOOL,JERSEY VILLAGE HIGH SCHOOL,2226,$188.68 ,2023,3,2,1,2.1,2,116,116
83930357,14730,Silent Gulf,Avenue,Houston,77082,Harris,"$357,840 ",McClendon Park Village,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2047,$174.81 ,2024,3,2,1,2.1,2,14,14
59669912,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
22404007,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
421666,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
70462148,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
67758487,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
34903743,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
2279791,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
46736586,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
57898182,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
68746236,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
36811398,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
69556466,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
64871792,15000,Richmond,Avenue,Houston,77082,Harris,"$449,000 ",Oak Park Ridge Sec 03,Mission Bend Area,2 - Alief,HOLMQUIST ELEMENTARY SCHOOL,ALBRIGHT MIDDLE SCHOOL,AISD DRAW,2420,$185.54 ,2023,3,3,1,3.1,3,55,55
77687692,14515,Sanour,Drive,Houston,77084,Harris,"$355,000 ",La Mansion on Huffmeister Road,Eldridge North,13 - Cypress-Fairbanks,HORNE ELEMENTARY SCHOOL,TRUITT MIDDLE SCHOOL,CYPRESS FALLS HIGH SCHOOL,2136,$166.20 ,2023,3,2,1,2.1,2,8,8
51661289,1948,Purswell,Street,Houston,77055,Harris,"$435,000 ",Uptown Village at Silber Estates,Spring Branch,49 - Spring Branch,HOUSMAN ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2221,$195.86 ,2023,3,3,1,3.1,3,150,275
47605056,1946,Purswell,Street,Houston,77055,Harris,"$435,000 ",Uptown Village at Silber Estates,Spring Branch,49 - Spring Branch,HOUSMAN ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2221,$195.86 ,2023,3,3,1,3.1,3,150,202
9308429,1414,Apsley Manor,Trail,Houston,77055,Harris,"$450,000 ",Westview Manor,Spring Branch,49 - Spring Branch,HOUSMAN ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2462,$182.78 ,2016,3,3,1,3.1,3,122,122
23826322,5514,Hardy Street,,Houston,77009,Harris,"$374,990 ",Hardy Grove,Northside,27 - Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),MARSHALL MIDDLE SCHOOL (HOUSTON),NORTHSIDE HIGH SCHOOL,1849,$202.81 ,2023,3,3,1,3.1,2,55,55
34352242,5516,Hardy Street,,Houston,77009,Harris,"$379,990 ",Hardy Grove,Northside,27 - Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),MARSHALL MIDDLE SCHOOL (HOUSTON),NORTHSIDE HIGH SCHOOL,1849,$205.51 ,2023,3,3,1,3.1,2,55,55
93059407,126,Amundsen,Street,Houston,77009,Harris,"$429,000 ",AMUNDSEN PLACE,Northside,27 - Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),MARSHALL MIDDLE SCHOOL (HOUSTON),NORTHSIDE HIGH SCHOOL,1814,$236.49 ,2023,3,2,1,2.1,2,24,24
80759194,606,HAWTHORN GROVE,Lane,Houston,77009,Harris,"$449,900 ",NEWER HEIGHTS PATIO HOMES-ANC HOMES,Heights/Greater Heights,27 - Houston,JEFFERSON ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1995,$225.51 ,2023,3,3,1,3.1,3,136,136
6875239,9337,Freeland,Street,Houston,77075,Harris,"$399,000 ",Easthaven place,Hobby Area,41 - Pasadena,JESSUP ELEMENTARY SCHOOL,SCHNEIDER MIDDLE SCHOOL,SOUTH HOUSTON HIGH SCHOOL,2100,$190.00 ,2021,4,2,1,2.1,2,19,213
90484333,7541,Meadowshire,Street,Houston,77037,Harris,"$368,900 ",York Meadows,Northwest Houston,27 - Houston,JOE E MORENO ELEMENTARY SCHOOL,FONVILLE MIDDLE SCHOOL,SAM HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,2183,$168.99 ,2021,4,2,1,2.1,1,4,185
18905312,4819,Los Angeles,Street,Houston,77026,Harris,"$365,000 ",Crane Street Gardens,Northside,27 - Houston,KASHMERE GARDENS ELEMENTARY SCHOOL,KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,1492,$244.64 ,2024,3,2,0,2,1,41,41
6512687,4817,Los Angeles,Street,Houston,77026,Harris,"$365,000 ",Crane Street Gardens,Northside,27 - Houston,KASHMERE GARDENS ELEMENTARY SCHOOL,KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,1492,$244.64 ,2024,3,2,0,2,1,44,44
37013564,4901,Doolittle,Boulevard,Houston,77033,Harris,"$369,990 ",South Park,Medical Center South,27 - Houston,KELSO ELEMENTARY SCHOOL,ATTUCKS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,2150,$172.09 ,2023,4,2,0,2,1,27,130
89979797,134,Knightsbridge Park,Lane,Houston,77018,Harris,"$359,000 ",Park at Yale,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1580,$227.22 ,2021,3,2,1,2.1,2,40,40
71761952,4510,Old Yale,,Houston,77018,Harris,"$359,900 ",Retreat on Yale,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1463,$246.00 ,2022,3,2,1,2.1,2,23,538
